mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,user,status,filename
-493.7939147949219,54.68417739868164,10.899656295776367,0.5993557572364807,0.8929532170295715,-2.432448387145996,-1.4053401947021484,1.6410034894943237,1.1994407176971436,-3.6982581615448,-5.044180393218994,-0.016479531303048134,0.6535826921463013,0.6458491086959839,0.7033821940422058,0.7707260847091675,0.764153003692627,0.7284888029098511,0.6675055623054504,0.6340560913085938,0.591001033782959,0.5823491215705872,0.5655224919319153,0.5778944492340088,0.6030846834182739,19.42979800647623,13.289634893330106,14.851219312370153,15.767044553271683,16.78130889654332,16.727250745580974,17.430389717967792,0.012000905601211073,0.0412890650331974,6265.6648359891415,5006.163418478625,11824.421496539793,0,0,Buka_baru (1).wav
-410.73748779296875,77.00590515136719,16.918689727783203,7.285315036773682,0.8475480079650879,-8.428810119628906,-4.446470737457275,-2.462752342224121,-1.6746188402175903,-3.0035433769226074,-8.025489807128906,-3.8988795280456543,0.9369314908981323,0.4356856644153595,0.37918123602867126,0.3203393518924713,0.3433780372142792,0.37702733278274536,0.38205549120903015,0.4655885398387909,0.5172324776649475,0.40255025029182434,0.2908915579319,0.28200018405914307,0.3900909125804901,24.319026966632222,14.577722709172226,17.137346088808957,18.556542234047694,19.766769122547462,17.60444454866906,18.730286610121933,0.02292578125,0.06741689145565033,2270.372306092471,3311.985058321527,4272.75,0,0,Buka_baru (10).wav
-498.0793762207031,47.904258728027344,12.686225891113281,3.15637469291687,3.864321708679199,1.55051589012146,0.6790759563446045,2.481086015701294,2.445887804031372,-2.372570514678955,-3.8534560203552246,0.5181311964988708,0.1406337469816208,0.5610069036483765,0.565447211265564,0.6184723973274231,0.768647313117981,0.6995847225189209,0.54433673620224,0.4460981488227844,0.4068140685558319,0.37227535247802734,0.3660910129547119,0.40103039145469666,0.4561547338962555,20.911136940086713,11.244425897979623,13.029451398928396,14.918882282377515,17.06478289479405,16.789003186280294,17.10331731812605,0.024730167441460057,0.029523544013500214,3786.963283374435,5018.242042215607,8741.993801652892,0,0,Buka_baru (100).wav
-411.6903076171875,52.576541900634766,-1.3286646604537964,2.5008394718170166,2.46500563621521,-7.70187520980835,-3.539029598236084,0.2860257923603058,3.740849256515503,4.236199855804443,-2.8874940872192383,-2.413099765777588,1.4357311725616455,0.6002471446990967,0.6460340619087219,0.6376742720603943,0.6513162851333618,0.6210381388664246,0.5342868566513062,0.5263710618019104,0.5493834614753723,0.6579179763793945,0.6360785961151123,0.5628093481063843,0.5572077631950378,18.31884793291412,13.580006828665413,13.830730173594054,16.228402462871486,16.536552796882546,16.03432317522257,18.85235808745649,0.01238858934859155,0.08354451507329941,5793.207843683589,4742.406746150489,10907.152288732394,0,0,Buka_baru (11).wav
-409.5599060058594,70.35095977783203,10.66239070892334,11.399955749511719,6.045907020568848,-6.577565670013428,-2.8592348098754883,-1.9142789840698242,-0.6582677364349365,-0.6077559590339661,-6.509243011474609,-4.375091075897217,-0.4136940538883209,0.5690334439277649,0.5752364993095398,0.5311823487281799,0.5115536451339722,0.5117639899253845,0.5130789875984192,0.5874059200286865,0.5638344883918762,0.5343917608261108,0.4962477684020996,0.49249643087387085,0.511820912361145,22.813971180861763,14.850546581539804,16.35407960820835,17.548774861755593,19.11578803241024,17.61136844739058,19.187454834545544,0.01666025615409207,0.07627410441637039,4138.633870686552,3596.802285327337,7183.623721227622,0,0,Buka_baru (12).wav
-484.74761962890625,39.80977249145508,-1.768232822418213,0.4228791296482086,0.5209861993789673,-4.406216144561768,-1.1941719055175781,-1.5706804990768433,-0.7512112855911255,-0.028079837560653687,-2.566882848739624,-0.7582047581672668,-0.22767840325832367,0.6006194949150085,0.6647789478302002,0.6814693212509155,0.6964246034622192,0.7376860976219177,0.6488062739372253,0.6124704480171204,0.5998920798301697,0.6425953507423401,0.6660590171813965,0.5920153856277466,0.5704036951065063,17.46069963432394,14.826508674525085,15.303698559455478,17.2548333365137,17.361801800737403,16.96554228718828,18.73830579003409,0.015452976795392953,0.04659472778439522,7298.970926649742,5423.009742275216,13536.331300813008,0,0,Buka_baru (13).wav
-425.4088134765625,54.983341217041016,-6.456440448760986,1.937675952911377,1.2201411724090576,-10.61581802368164,-3.680767059326172,-0.8894054889678955,0.7903409004211426,1.6153597831726074,-4.585668563842773,-1.1757162809371948,2.947498083114624,0.5116933584213257,0.535314679145813,0.555577278137207,0.5488470196723938,0.5800736546516418,0.5190089344978333,0.5103787183761597,0.4888468086719513,0.5373560786247253,0.6135901212692261,0.5790051221847534,0.5532631874084473,19.895020581131604,14.949016445168937,15.527191701877875,18.138721452267422,18.59910879567726,17.336354946802206,20.036309165605957,0.018945556031795513,0.09060706198215485,5161.176091410256,4721.3870101499815,10165.387312967581,0,0,Buka_baru (14).wav
-440.44073486328125,76.46712493896484,9.530599594116211,6.24692964553833,4.887303829193115,-7.578653812408447,-8.294017791748047,-6.316948890686035,-2.061462879180908,-3.240494966506958,-9.79375171661377,-4.369844913482666,0.6481135487556458,0.303897887468338,0.381716787815094,0.4663970172405243,0.5056998133659363,0.41619235277175903,0.32777222990989685,0.4266414940357208,0.49210724234580994,0.4368112087249756,0.38311752676963806,0.2918247878551483,0.25761619210243225,22.315091077122922,15.644092722918064,17.7467251691739,18.59140320623127,20.937914338010874,17.842019566733107,19.123778085378095,0.018217329545454547,0.0724807009100914,3158.0424110175127,3872.9045756283326,6605.905032467533,0,0,Buka_baru (15).wav
-427.37103271484375,57.400325775146484,3.4165728092193604,1.786442518234253,4.804833889007568,-4.8898773193359375,-7.573160171508789,-4.387383460998535,1.8559225797653198,2.048208475112915,-4.637661933898926,-2.8864524364471436,1.8544949293136597,0.5220919847488403,0.5236855149269104,0.5381463170051575,0.6058866381645203,0.6496224999427795,0.6512054204940796,0.5898075699806213,0.5304914116859436,0.5758013129234314,0.5499167442321777,0.5338120460510254,0.5013939142227173,19.94403817046889,16.14300944858745,16.93945550358959,18.33210160479356,19.36853133892,18.48355266080863,19.660548714802395,0.014039094783057851,0.07464093714952469,6090.464898387061,4649.413525181919,11101.691632231405,0,0,Buka_baru (16).wav
-442.120361328125,55.43696212768555,4.73808479309082,0.09356198459863663,0.8349311351776123,-6.4754767417907715,-5.98570442199707,-2.5880486965179443,2.182931900024414,2.374357223510742,-3.331430435180664,-0.9805561900138855,2.5907418727874756,0.44686925411224365,0.4130019545555115,0.3971794545650482,0.4047803282737732,0.44639623165130615,0.44331371784210205,0.6336660981178284,0.5806956887245178,0.4484175741672516,0.37651464343070984,0.3962668776512146,0.4066183269023895,19.532446635350606,14.53290331545919,16.249710123876064,17.58377355893941,17.939535107476413,16.835714100387253,18.269425177588047,0.0163567673424933,0.06725654751062393,4018.7168185706237,4707.95193547072,8926.922754691688,0,0,Buka_baru (17).wav
